"Partner ID","Partner Name","End Borrower Name","External Id","Loan Account No","Loan Amount","Interest Rate","Tenure (in months)","Total Charges Deducted","Total GST Deducted","Net Disbursal Amount","Total Outstanding Amount","XIRR Value","VCL Hurdle Rate","First Repayment Date","Maturity Date","Transaction Type","Penny Drop Status","UTR No","Processing Fee Amount","Insurance Charge Amount","Insurance Life Cover","Insurance Hospicash","Stamp Duty Amount","Disbursement Date","Status"
1,"NOCPL","DPD17 s17 FG17","CFL017","CLNOCC132223000000097",24500.000000,26.340000,24,1987.290000,357.710000,22155.000000,31767.000000,34.70,15.750000,"17-02-2023","17-01-2025",,,,1000.000000,1345.000000,0.000000,0.000000,0.000000,"17-01-2023","Active"
1,"NOCPL","DPD18 s18 FG18","CFL018","CLNOCC132223000000098",24600.000000,28.330000,22,2415.250000,434.750000,21750.000000,31810.000000,39.43,15.750000,"18-02-2023","18-11-2024",,,,1290.000000,1560.000000,0.000000,0.000000,0.000000,"18-01-2023","Active"
1,"NOCPL","DPD19 s19 FG19","CFL019","CLNOCC132223000000099",18950.000000,29.540000,24,2872.890000,517.110000,15560.000000,25312.000000,48.19,15.750000,"19-02-2023","19-01-2025",,,,2000.000000,1390.000000,0.000000,0.000000,0.000000,"19-01-2023","Active"
1,"NOCPL","DPD20 s20 FG20","CFL020","CLNOCC132223000000100",32450.000000,28.430000,18,2542.370000,457.630000,29450.000000,0.000000,41.49,15.750000,"20-02-2023","20-07-2024",,,,1800.000000,1200.000000,0.000000,0.000000,0.000000,"20-01-2023","Foreclosed"
1,"NOCPL","DPD21 s21 FG21","CFL021","CLNOCC132223000000101",18000.000000,24.540000,12,2118.640000,381.360000,15500.000000,20476.000000,44.25,15.750000,"21-02-2023","21-01-2024",,,,1300.000000,1200.000000,0.000000,0.000000,0.000000,"21-01-2023","Active"
1,"NOCPL","DPD22 s22 FG22","CFL022","CLNOCC132223000000102",20000.000000,23.540000,15,2279.660000,410.340000,17310.000000,23272.000000,38.21,15.750000,"22-02-2023","22-04-2024",,,,1300.000000,1390.000000,0.000000,0.000000,0.000000,"22-01-2023","Active"
1,"NOCPL","DPD23 s23 FG23","CFL023","CLNOCC132223000000103",22000.000000,25.650000,17,2237.290000,402.710000,19360.000000,26459.000000,39.57,15.750000,"23-02-2023","23-06-2024",,,,1400.000000,1240.000000,0.000000,0.000000,0.000000,"23-01-2023","Active"
1,"NOCPL","DPD24 s24 FG24","CFL024","CLNOCC132223000000104",24000.000000,24.650000,18,2495.760000,449.240000,21055.000000,28943.000000,38.16,15.750000,"24-02-2023","24-07-2024",,,,1600.000000,1345.000000,0.000000,0.000000,0.000000,"24-01-2023","Active"
1,"NOCPL","DPD25 s25 FG25","CFL025","CLNOCC132223000000105",35000.000000,26.330000,20,2101.700000,378.300000,32520.000000,41418.000000,34.59,15.750000,"25-02-2023","25-09-2024",,,,1200.000000,1280.000000,0.000000,0.000000,0.000000,"25-01-2023","Active"
1,"NOCPL","DPD26 s26 FG26","CFL026","CLNOCC132223000000106",39000.000000,26.340000,22,1987.290000,357.710000,36655.000000,49569.000000,33.06,15.750000,"26-02-2023","26-11-2024",,,,1000.000000,1345.000000,0.000000,0.000000,0.000000,"26-01-2023","Active"
1,"NOCPL","DPD27 s27 FG27","CFL027","CLNOCC132223000000107",24500.000000,28.330000,24,2415.250000,434.750000,21650.000000,32363.000000,38.92,15.750000,"27-02-2023","27-01-2025",,,,1290.000000,1560.000000,0.000000,0.000000,0.000000,"27-01-2023","Active"
1,"NOCPL","DPD28 s28 FG28","CFL028","CLNOCC132223000000108",24600.000000,29.540000,22,2872.890000,517.110000,21210.000000,32143.000000,45.46,15.750000,"28-02-2023","28-11-2024",,,,2000.000000,1390.000000,0.000000,0.000000,0.000000,"28-01-2023","Active"
1,"NOCPL","Close loan SOA1","dec22","CLNOCC132223000000109",20000.000000,15.750000,12,1271.190000,228.810000,18500.000000,14583.000000,16.99,15.750000,"05-01-2023","10-12-2023",,,,0.000000,1500.000000,0.000000,0.000000,0.000000,"01-12-2022","Active"
1,"NOCPL","Close loan SOA1","dec221","CLNOCC132324000000110",20000.000000,15.750000,12,1271.190000,228.810000,18500.000000,0.000000,32.23,15.750000,"04-10-2023","05-09-2024",,,,1500.000000,0.000000,0.000000,0.000000,0.000000,"01-09-2023","Foreclosed"
1,"NOCPL","Thomas L NOC","NOC1","CLNOCC132223000000111",21000.000000,16.250000,13,0.000000,0.000000,21000.000000,0.000000,17.58,15.750000,"06-06-2022","13-06-2023",,,,0.000000,0.000000,0.000000,0.000000,0.000000,"06-05-2022","Closed"
1,"NOCPL","Thomas L NOC","NOC2","CLNOCC132122000000112",22000.000000,16.750000,14,254.240000,45.760000,21700.000000,20994.000000,18.15,15.750000,"16-03-2022","23-04-2023",,,,0.000000,300.000000,0.000000,0.000000,0.000000,"13-02-2022","Active"
1,"NOCPL","Stanley L NOC","NOC3","CLNOCC132223000000113",23000.000000,17.250000,12,1355.930000,244.070000,21400.000000,0.000000,22.01,15.750000,"25-01-2023","26-12-2023",,,,400.000000,1200.000000,0.000000,0.000000,0.000000,"20-12-2022","Closed"
1,"NOCPL","Marvin L NOC","NOC4","CLNOCC132223000000114",24000.000000,17.750000,12,1525.420000,274.580000,22200.000000,0.000000,23.08,15.750000,"25-01-2023","25-12-2023",,,,500.000000,1300.000000,0.000000,0.000000,0.000000,"10-12-2022","Closed"
1,"NOCPL","Richard L NOC","NOC5","CLNOCC132223000000115",25000.000000,18.250000,17,1694.910000,305.090000,23000.000000,28813.000000,23.14,15.750000,"05-01-2023","27-05-2024",,,,600.000000,1400.000000,0.000000,0.000000,0.000000,"10-12-2022","Active"
1,"NOCPL","Timothy L NOC","NOC6","CLNOCC132324000000116",26000.000000,18.750000,18,1864.410000,335.590000,23800.000000,29939.000000,24.27,15.750000,"11-01-2024","05-06-2025",,,,700.000000,1500.000000,0.000000,0.000000,0.000000,"11-12-2023","Active"
1,"NOCPL","Brandon L NOC","NOC7","CLNOCC132324000000117",27000.000000,19.250000,19,2033.900000,366.100000,24600.000000,28563.000000,24.71,15.750000,"08-10-2023","26-04-2025",,,,800.000000,1600.000000,0.000000,0.000000,0.000000,"07-09-2023","Active"
1,"NOCPL","Gregory L NOC","NOC8","CLNOCC132324000000118",28000.000000,19.750000,20,2203.390000,396.610000,25400.000000,29250.000000,25.41,15.750000,"02-10-2023","25-05-2025",,,,900.000000,1700.000000,0.000000,0.000000,0.000000,"01-09-2023","Active"
1,"NOCPL","Derrick L NOC","NOC9","CLNOCC132223000000119",29000.000000,20.250000,21,2372.880000,427.120000,26200.000000,30606.000000,26.38,15.750000,"15-04-2023","24-12-2024",,,,1000.000000,1800.000000,0.000000,0.000000,0.000000,"15-03-2023","Active"
1,"NOCPL","Tammy L NOC","NOC10","CLNOCC132223000000120",30000.000000,20.750000,22,2542.370000,457.630000,27000.000000,36599.000000,27.07,15.750000,"17-03-2023","27-12-2024",,,,1100.000000,1900.000000,0.000000,0.000000,0.000000,"14-02-2023","Active"
1,"NOCPL","Joseph L NOC","NOC11","CLNOCC132324000000121",31000.000000,21.250000,23,2711.870000,488.130000,27800.000000,38350.000000,27.75,15.750000,"16-08-2023","28-06-2025",,,,1200.000000,2000.000000,0.000000,0.000000,0.000000,"16-07-2023","Active"
1,"NOCPL","Ralph L NOC","NOC12","CLNOCC132324000000122",32000.000000,21.750000,24,2881.350000,518.650000,28600.000000,35825.000000,28.99,15.750000,"24-11-2023","02-10-2025",,,,1300.000000,2100.000000,0.000000,0.000000,0.000000,"24-10-2023","Active"
1,"NOCPL","Andrea L NOC","NOC13","CLNOCC132324000000123",33000.000000,22.250000,12,1525.420000,274.580000,31200.000000,37434.000000,33.11,15.750000,"13-06-2023","26-05-2024",,,,1400.000000,400.000000,0.000000,0.000000,0.000000,"13-05-2023","Active"
1,"NOCPL","Jessica L NOC","NOC14","CLNOCC132324000000124",34000.000000,22.750000,13,1694.920000,305.080000,32000.000000,18149.000000,33.60,15.750000,"15-06-2023","26-06-2024",,,,1500.000000,500.000000,0.000000,0.000000,0.000000,"15-05-2023","Active"
1,"NOCPL","Ryan L NOC","NOC15","CLNOCC132324000000125",35000.000000,23.250000,14,1864.400000,335.600000,32800.000000,37563.000000,34.25,15.750000,"26-12-2023","12-01-2025",,,,1600.000000,600.000000,0.000000,0.000000,0.000000,"08-11-2023","Active"
1,"NOCPL","Cassandra L NOC","NOC16","CLNOCC132324000000126",35000.000000,23.750000,14,2033.900000,366.100000,32600.000000,35291.000000,34.71,15.750000,"25-12-2023","31-01-2025",,,,1700.000000,700.000000,0.000000,0.000000,0.000000,"08-11-2023","Active"
1,"NOCPL","Brian L NOC","NOC17","CLNOCC132223000000127",37000.000000,24.250000,16,2203.390000,396.610000,34400.000000,18836.000000,35.76,15.750000,"13-04-2023","03-07-2024",,,,1800.000000,800.000000,0.000000,0.000000,0.000000,"13-03-2023","Active"
1,"NOCPL","Jeremy L NOC","NOC18","CLNOCC132324000000128",38000.000000,24.750000,17,2372.880000,427.120000,35200.000000,43434.000000,35.10,15.750000,"06-01-2024","26-05-2025",,,,1900.000000,900.000000,0.000000,0.000000,0.000000,"06-12-2023","Active"
1,"NOCPL","Elizabeth L NOC","NOC19","CLNOCC132324000000129",39000.000000,25.250000,18,2542.380000,457.620000,36000.000000,26567.000000,36.05,15.750000,"15-05-2023","22-10-2024",,,,2000.000000,1000.000000,0.000000,0.000000,0.000000,"14-04-2023","Active"
1,"NOCPL","Andrew L NOC","NOC20","CLNOCC132324000000130",10000.000000,25.750000,19,2711.860000,488.140000,6800.000000,11050.000000,66.23,15.750000,"17-11-2023","23-05-2025",,,,2100.000000,1100.000000,0.000000,0.000000,0.000000,"17-10-2023","Active"
1,"NOCPL","Andrew L NOC","NOC21","CLNOCC132324000000131",10000.000000,25.750000,19,2711.860000,488.140000,6800.000000,12352.000000,66.20,15.750000,"27-12-2023","23-06-2025",,,,2100.000000,1100.000000,0.000000,0.000000,0.000000,"17-11-2023","Active"
1,"NOCPL","Jessica NOCPL SOA1","DC","CLNOCC132324000000137",20000.000000,15.750000,12,1271.190000,228.810000,18500.000000,20091.000000,16.94,15.750000,"15-11-2023","26-10-2024",,,,0.000000,1500.000000,0.000000,0.000000,0.000000,"10-10-2023","Active"
1,"NOCPL","Jessica NOCPL SOA1","DC1","CLNOCC132324000000138",20000.000000,15.750000,12,1271.190000,228.810000,18500.000000,20102.000000,31.18,15.750000,"15-11-2023","27-10-2024",,,,1500.000000,0.000000,0.000000,0.000000,0.000000,"10-10-2023","Active"
1,"NOCPL","Jessica NOCPL SOA1","DC2","CLNOCC132324000000139",20000.000000,15.750000,12,1271.190000,228.810000,18500.000000,18328.000000,16.94,15.750000,"10-10-2023","27-09-2024",,,,0.000000,1500.000000,0.000000,0.000000,0.000000,"05-09-2023","Active"
1,"NOCPL","Richard NOCPL SOA1","jhghjg","CLNOCC132324000000140",20000.000000,15.750000,18,0.000000,0.000000,20000.000000,22284.000000,16.96,15.750000,"04-11-2023","04-04-2025",,,,0.000000,0.000000,0.000000,0.000000,0.000000,"01-11-2023","Active"
1,"NOCPL","Andrew L NOC","ABC001","CLNOCC132223000000141",20000.000000,15.750000,20,949.150000,170.850000,18880.000000,23051.000000,22.89,15.750000,"14-12-2022","17-07-2024",,,,1000.000000,120.000000,0.000000,0.000000,0.000000,"01-11-2022","Active"
1,"NOCPL","Elizabeth L NOC","TEST001","CLNOCC132324000000142",20000.000000,15.750000,18,1889.830000,340.170000,17770.000000,21262.000000,24.97,15.750000,"08-11-2023","17-04-2025",,,,1230.000000,1000.000000,0.000000,0.000000,0.000000,"01-10-2023","Active"
1,"NOCPL","Thomas N NOCl","NOC22","CLNOCC132223000000143",21000.000000,16.250000,13,0.000000,0.000000,21000.000000,403.000000,17.58,15.750000,"06-06-2022","13-06-2023",,,,0.000000,0.000000,0.000000,0.000000,0.000000,"06-05-2022","Active"
1,"NOCPL","Thomas N NOCl","NOC23","CLNOCC132122000000144",22000.000000,16.750000,14,254.240000,45.760000,21700.000000,0.000000,18.13,15.750000,"16-03-2022","27-04-2023",,,,0.000000,300.000000,0.000000,0.000000,0.000000,"13-02-2022","Closed"
1,"NOCPL","Stanley N NOCl","NOC24","CLNOCC132223000000145",23000.000000,17.250000,12,1355.930000,244.070000,21400.000000,0.000000,22.01,15.750000,"25-01-2023","27-12-2023",,,,400.000000,1200.000000,0.000000,0.000000,0.000000,"20-12-2022","Closed"
1,"NOCPL","Marvin N NOCl","NOC25","CLNOCC132223000000146",24000.000000,17.750000,12,1525.420000,274.580000,22200.000000,0.000000,23.03,15.750000,"25-01-2023","28-12-2023",,,,500.000000,1300.000000,0.000000,0.000000,0.000000,"10-12-2022","Closed"
1,"NOCPL","Richard N NOCl","NOC26","CLNOCC132223000000147",25000.000000,18.250000,17,1694.910000,305.090000,23000.000000,28796.000000,23.14,15.750000,"05-01-2023","26-05-2024",,,,600.000000,1400.000000,0.000000,0.000000,0.000000,"10-12-2022","Active"
1,"NOCPL","Timothy N NOCl","NOC27","CLNOCC132324000000148",26000.000000,18.750000,18,1864.410000,335.590000,23800.000000,29939.000000,24.27,15.750000,"11-01-2024","05-06-2025",,,,700.000000,1500.000000,0.000000,0.000000,0.000000,"11-12-2023","Active"
1,"NOCPL","Brandon N NOCl","NOC28","CLNOCC132324000000149",27000.000000,19.250000,19,2033.900000,366.100000,24600.000000,26883.000000,24.71,15.750000,"08-10-2023","26-04-2025",,,,800.000000,1600.000000,0.000000,0.000000,0.000000,"07-09-2023","Active"
1,"NOCPL","Gregory N NOCl","NOC29","CLNOCC132324000000150",28000.000000,19.750000,20,2203.390000,396.610000,25400.000000,29795.000000,25.41,15.750000,"02-10-2023","25-05-2025",,,,900.000000,1700.000000,0.000000,0.000000,0.000000,"01-09-2023","Active"
1,"NOCPL","Derrick N NOCl","NOC30","CLNOCC132223000000151",29000.000000,20.250000,21,2372.880000,427.120000,26200.000000,31105.000000,26.38,15.750000,"15-04-2023","24-12-2024",,,,1000.000000,1800.000000,0.000000,0.000000,0.000000,"15-03-2023","Active"
1,"NOCPL","Tammy N NOCl","NOC31","CLNOCC132223000000152",30000.000000,20.750000,22,2542.370000,457.630000,27000.000000,20079.000000,27.07,15.750000,"17-03-2023","27-12-2024",,,,1100.000000,1900.000000,0.000000,0.000000,0.000000,"14-02-2023","Active"
1,"NOCPL","Joseph N NOCl","NOC32","CLNOCC132324000000153",31000.000000,21.250000,23,2711.870000,488.130000,27800.000000,38372.000000,27.73,15.750000,"16-08-2023","29-06-2025",,,,1200.000000,2000.000000,0.000000,0.000000,0.000000,"16-07-2023","Active"
1,"NOCPL","Ralph N NOCl","NOC33","CLNOCC132324000000154",32000.000000,21.750000,24,2881.350000,518.650000,28600.000000,34189.000000,28.99,15.750000,"24-11-2023","02-10-2025",,,,1300.000000,2100.000000,0.000000,0.000000,0.000000,"24-10-2023","Active"
1,"NOCPL","Andrea N NOCl","NOC34","CLNOCC132324000000155",33000.000000,22.250000,12,1525.420000,274.580000,31200.000000,37477.000000,33.01,15.750000,"13-06-2023","28-05-2024",,,,1400.000000,400.000000,0.000000,0.000000,0.000000,"13-05-2023","Active"
1,"NOCPL","Jessica N NOCl","NOC35","CLNOCC132324000000156",34000.000000,22.750000,13,1694.920000,305.080000,32000.000000,39006.000000,33.56,15.750000,"15-06-2023","27-06-2024",,,,1500.000000,500.000000,0.000000,0.000000,0.000000,"15-05-2023","Active"
1,"NOCPL","Ryan N NOCl","NOC36","CLNOCC132324000000157",35000.000000,23.250000,14,1864.400000,335.600000,32800.000000,37784.000000,33.74,15.750000,"26-12-2023","25-01-2025",,,,1600.000000,600.000000,0.000000,0.000000,0.000000,"08-11-2023","Active"
1,"NOCPL","Cassandra N NOCl","NOC37","CLNOCC132324000000158",35000.000000,23.750000,14,2033.900000,366.100000,32600.000000,41065.000000,34.71,15.750000,"25-12-2023","31-01-2025",,,,1700.000000,700.000000,0.000000,0.000000,0.000000,"08-11-2023","Active"
1,"NOCPL","Brian N NOCl","NOC38","CLNOCC132223000000159",37000.000000,24.250000,16,2203.390000,396.610000,34400.000000,32486.000000,35.76,15.750000,"13-04-2023","03-07-2024",,,,1800.000000,800.000000,0.000000,0.000000,0.000000,"13-03-2023","Active"
1,"NOCPL","Jeremy N NOCl","NOC39","CLNOCC132324000000160",38000.000000,24.750000,17,2372.880000,427.120000,35200.000000,43434.000000,35.10,15.750000,"06-01-2024","26-05-2025",,,,1900.000000,900.000000,0.000000,0.000000,0.000000,"06-12-2023","Active"
1,"NOCPL","Elizabeth N NOCl","NOC40","CLNOCC132324000000161",39000.000000,25.250000,18,2542.380000,457.620000,36000.000000,0.000000,36.05,15.750000,"15-05-2023","22-10-2024",,,,2000.000000,1000.000000,0.000000,0.000000,0.000000,"14-04-2023","Foreclosed"
1,"NOCPL","Andrew N NOCl","NOC41","CLNOCC132324000000162",10000.000000,25.750000,19,2711.860000,488.140000,6800.000000,0.000000,65.59,15.750000,"17-11-2023","27-05-2025",,,,2100.000000,1100.000000,0.000000,0.000000,0.000000,"17-10-2023","Foreclosed"
1,"NOCPL","Andrew N NOCl","NOC42","CLNOCC132324000000163",10000.000000,25.750000,19,2711.860000,488.140000,6800.000000,11705.000000,66.20,15.750000,"27-12-2023","23-06-2025",,,,2100.000000,1100.000000,0.000000,0.000000,0.000000,"17-11-2023","Active"
1,"NOCPL","Cassandra L NOC","NOC60","CLNOCC132324000000164",35000.000000,23.750000,14,2033.900000,366.100000,32600.000000,37178.000000,34.71,15.750000,"25-12-2023","31-01-2025",,,,1700.000000,700.000000,0.000000,0.000000,0.000000,"08-11-2023","Active"
1,"NOCPL","Gregory L NOC","SHORT32","CLNOCC132324000000165",20000.000000,15.750000,18,1271.190000,228.810000,18500.000000,18989.000000,28.13,15.750000,"15-11-2023","13-04-2025",,,,1500.000000,0.000000,0.000000,0.000000,0.000000,"25-10-2023","Active"
1,"NOCPL","Gregory L NOC","SHORT34","CLNOCC132324000000166",40000.000000,15.750000,24,2542.380000,457.620000,37000.000000,41902.000000,20.88,15.750000,"10-10-2023","04-09-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"08-09-2023","Active"
1,"NOCPL","Andrew N NOCl","FORECLOSURE SHORT ","CLNOCC132324000000167",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,21267.000000,29.15,15.750000,"28-12-2023","28-05-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"28-12-2023","Active"
1,"NOCPL","Andrew N NOCl","SHORT FORE","CLNOCC132324000000168",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,21880.000000,26.46,15.750000,"28-12-2023","28-05-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-11-2023","Active"
1,"NOCPL","Elizabeth N NOCl","FORESHORT","CLNOCC132324000000169",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,0.000000,27.14,15.750000,"11-09-2023","11-02-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-08-2023","Foreclosed"
1,"NOCPL","Elizabeth N NOCl","FORESHORTAFTER","CLNOCC132324000000170",20000.000000,15.750000,18,1271.190000,228.810000,18500.000000,0.000000,16.94,15.750000,"08-11-2023","08-04-2025",,,,0.000000,1500.000000,0.000000,0.000000,0.000000,"01-10-2023","Foreclosed"
1,"NOCPL","Andrew N NOCl","DSW2DS","CLNOCC132324000000171",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,21636.000000,26.43,15.750000,"29-12-2023","29-05-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-11-2023","Active"
1,"NOCPL","Andrew N NOCl","NONDIS","CLNOCC132324000000172",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,22824.000000,26.70,15.750000,"22-01-2024","22-06-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-12-2023","Active"
1,"NOCPL","Test Client","sbcbsa","CLNOCC132324000000174",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,0.000000,27.57,15.750000,"01-07-2023","01-12-2024",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-06-2023","Foreclosed"
1,"NOCPL","Jan Advance J1","Advanc1","CLNOCC132324000000175",21000.000000,16.250000,13,0.000000,0.000000,21000.000000,21273.000000,17.52,15.750000,"01-01-2024","01-01-2025","IMPS","SUCCESS","400210801392",0.000000,0.000000,0.000000,0.000000,0.000000,"01-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc2","CLNOCC132324000000176",22000.000000,16.750000,14,254.240000,45.760000,21700.000000,22593.000000,18.12,15.750000,"02-01-2024","02-02-2025","IMPS","SUCCESS","400210801396",0.000000,300.000000,0.000000,0.000000,0.000000,"05-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc3","CLNOCC132324000000177",23000.000000,17.250000,15,677.960000,122.040000,22200.000000,23972.000000,21.47,15.750000,"03-01-2024","03-03-2025","IMPS","SUCCESS","400210801405",400.000000,400.000000,0.000000,0.000000,0.000000,"06-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc4","CLNOCC132324000000178",24000.000000,17.750000,16,847.460000,152.540000,23000.000000,25396.000000,22.46,15.750000,"04-01-2024","04-04-2025","IMPS","SUCCESS","400210801408",500.000000,500.000000,0.000000,0.000000,0.000000,"07-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc5","CLNOCC132324000000179",25000.000000,18.250000,17,1016.940000,183.060000,23800.000000,26841.000000,23.37,15.750000,"05-01-2024","05-05-2025","IMPS","SUCCESS","400210801410",600.000000,600.000000,0.000000,0.000000,0.000000,"08-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc6","CLNOCC132324000000180",26000.000000,18.750000,18,1186.440000,213.560000,24600.000000,28318.000000,24.24,15.750000,"06-01-2024","06-06-2025","IMPS","SUCCESS","400210801383",700.000000,700.000000,0.000000,0.000000,0.000000,"09-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc7","CLNOCC132324000000181",27000.000000,19.250000,19,1355.940000,244.060000,25400.000000,29832.000000,25.04,15.750000,"07-01-2024","07-07-2025","IMPS","SUCCESS","400210801390",800.000000,800.000000,0.000000,0.000000,0.000000,"10-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc8","CLNOCC132324000000182",28000.000000,19.750000,20,1525.420000,274.580000,26200.000000,31382.000000,25.82,15.750000,"08-01-2024","08-08-2025","IMPS","SUCCESS","400210801387",900.000000,900.000000,0.000000,0.000000,0.000000,"11-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc9","CLNOCC132324000000183",29000.000000,20.250000,21,1694.920000,305.080000,27000.000000,32973.000000,26.55,15.750000,"09-01-2024","09-09-2025","IMPS","SUCCESS","400210801402",1000.000000,1000.000000,0.000000,0.000000,0.000000,"12-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc10","CLNOCC132324000000184",30000.000000,20.750000,22,1864.400000,335.600000,27800.000000,34605.000000,27.28,15.750000,"10-01-2024","10-10-2025","IMPS","SUCCESS","400210801401",1100.000000,1100.000000,0.000000,0.000000,0.000000,"13-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc11","CLNOCC132324000000185",31000.000000,21.250000,23,2033.900000,366.100000,28600.000000,36289.000000,27.98,15.750000,"11-01-2024","11-11-2025","IMPS","SUCCESS","400210801399",1200.000000,1200.000000,0.000000,0.000000,0.000000,"14-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc12","CLNOCC132324000000186",32000.000000,21.750000,24,2203.380000,396.620000,29400.000000,37913.000000,28.67,15.750000,"12-01-2024","12-12-2025","IMPS","SUCCESS","400210801407",1300.000000,1300.000000,0.000000,0.000000,0.000000,"15-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc13","CLNOCC132324000000187",33000.000000,22.250000,12,2372.880000,427.120000,30200.000000,33952.000000,33.85,15.750000,"13-01-2024","13-12-2024","IMPS","SUCCESS","400210801404",1400.000000,1400.000000,0.000000,0.000000,0.000000,"16-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc14","CLNOCC132324000000188",34000.000000,22.750000,13,2542.380000,457.620000,31000.000000,35635.000000,34.21,15.750000,"14-01-2024","14-01-2025","IMPS","SUCCESS","400210801381",1500.000000,1500.000000,0.000000,0.000000,0.000000,"17-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc15","CLNOCC132324000000189",35000.000000,23.250000,14,2711.860000,488.140000,31800.000000,37345.000000,34.61,15.750000,"15-01-2024","15-02-2025","IMPS","SUCCESS","400210801409",1600.000000,1600.000000,0.000000,0.000000,0.000000,"18-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc16","CLNOCC132324000000190",36000.000000,23.750000,15,2881.360000,518.640000,32600.000000,39081.000000,35.03,15.750000,"16-01-2024","16-03-2025","IMPS","SUCCESS","400210801380",1700.000000,1700.000000,0.000000,0.000000,0.000000,"19-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc17","CLNOCC132324000000191",37000.000000,24.250000,16,3050.840000,549.160000,33400.000000,42985.000000,35.46,15.750000,"17-01-2024","17-04-2025","IMPS","SUCCESS","400210801379",1800.000000,1800.000000,0.000000,0.000000,0.000000,"20-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc18","CLNOCC132324000000192",38000.000000,24.750000,17,3220.340000,579.660000,34200.000000,0.000000,35.91,15.750000,"18-01-2024","18-05-2025","IMPS","SUCCESS","400210801406",1900.000000,1900.000000,0.000000,0.000000,0.000000,"21-12-2023","Foreclosed"
1,"NOCPL","Jan Advance J1","Advanc19","CLNOCC132324000000193",39000.000000,25.250000,18,3389.840000,610.160000,35000.000000,44524.000000,36.39,15.750000,"19-01-2024","19-06-2025","IMPS","SUCCESS","400210801395",2000.000000,2000.000000,0.000000,0.000000,0.000000,"22-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc20","CLNOCC132324000000194",10000.000000,25.750000,19,3559.320000,640.680000,5800.000000,11611.000000,67.88,15.750000,"20-01-2024","20-07-2025","IMPS","SUCCESS","400210801403",2100.000000,2100.000000,0.000000,0.000000,0.000000,"23-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc21","CLNOCC132324000000195",11000.000000,26.250000,20,3728.820000,671.180000,6600.000000,13574.000000,64.53,15.750000,"21-01-2024","21-08-2025","IMPS","SUCCESS","400210801400",2200.000000,2200.000000,0.000000,0.000000,0.000000,"24-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc22","CLNOCC132324000000196",12000.000000,26.750000,21,3898.300000,701.700000,7400.000000,14407.000000,62.02,15.750000,"22-01-2024","22-09-2025","IMPS","SUCCESS","400210801394",2300.000000,2300.000000,0.000000,0.000000,0.000000,"25-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc23","CLNOCC132324000000197",13000.000000,27.250000,22,4067.800000,732.200000,8200.000000,15866.000000,60.09,15.750000,"23-01-2024","23-10-2025","IMPS","SUCCESS","400210801397",2400.000000,2400.000000,0.000000,0.000000,0.000000,"26-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc24","CLNOCC132324000000198",14000.000000,27.750000,23,4237.280000,762.720000,9000.000000,17377.000000,58.55,15.750000,"24-01-2024","24-11-2025","IMPS","SUCCESS","400210801385",2500.000000,2500.000000,0.000000,0.000000,0.000000,"27-12-2023","Active"
1,"NOCPL","Jan Advance J1","Advanc25","CLNOCC132324000000199",15000.000000,28.250000,24,4406.780000,793.220000,9800.000000,18927.000000,57.37,15.750000,"25-01-2024","25-12-2025","IMPS","SUCCESS","400210801386",2600.000000,2600.000000,0.000000,0.000000,0.000000,"28-12-2023","Active"
